1,0,0,2,3,1,0,3,4,0,0,2,1,2,0,1,3,2,0,0,0.12,0.32,0.2,0.12,9.524,2868.29,1.92,1
49,2,6,13,3,8,4,4,5,18,5,6,8,5,13,7,4,21,1,4,0.043,0.274,0.156,0.457,6.426,19376.13,35.93,1
47,2,7,12,3,9,5,4,5,17,5,6,10,5,13,7,3,22,1,3,0.038,0.269,0.172,0.435,6.515,19330.06,35.65,1
43,2,8,13,2,16,5,4,2,18,6,4,6,5,16,9,4,18,1,3,0.032,0.249,0.189,0.432,5.951,19132.60,42.71,1
15,3,16,12,10,12,5,12,14,13,2,6,9,11,4,11,13,14,3,4,0.09,0.296,0.201,0.222,4.878,20976.35,33.01,1
31,3,13,7,5,7,2,12,10,12,7,9,4,5,9,14,5,15,1,4,0.057,0.28,0.194,0.326,6.127,18768.35,20.61,1
31,3,13,7,5,7,2,12,10,12,7,9,4,5,9,14,5,15,1,4,0.057,0.28,0.194,0.326,6.127,18768.35,20.61,1
14,3,16,15,9,12,5,11,12,13,2,7,9,11,4,13,9,15,3,6,0.095,0.302,0.217,0.233,4.575,21085.25,41.04,1
32,2,7,10,5,12,5,12,6,20,4,8,6,4,10,13,7,9,2,3,0.056,0.288,0.22,0.373,6.509,18780.32,33.95,1
32,2,7,10,5,12,5,12,6,20,4,8,6,4,10,13,7,9,2,3,0.056,0.288,0.22,0.373,6.509,18780.32,33.95,1
34,3,6,12,4,15,3,7,5,21,4,10,2,7,8,10,7,14,2,4,0.056,0.292,0.208,0.399,5.161,18647.02,23.16,1
27,3,13,7,5,7,2,13,11,12,7,9,4,5,8,14,8,15,1,4,0.057,0.286,0.194,0.303,6.127,18872.49,21.23,1
38,2,7,11,4,9,2,12,8,15,8,8,4,4,7,13,8,16,1,4,0.05,0.287,0.188,0.398,5.437,18930.70,29.55,1
17,1,10,6,11,13,3,6,3,16,2,6,9,10,9,6,10,10,3,2,0.105,0.314,0.222,0.268,5.236,16818.82,22.09,1
17,2,13,6,10,10,2,4,10,14,4,0,8,4,13,9,12,14,0,2,0.078,0.286,0.175,0.266,9.227,16894.29,39.16,1
8,3,16,10,10,12,6,6,13,15,4,6,6,7,4,7,7,11,2,3,0.096,0.301,0.199,0.237,5.032,17633.73,19.05,1
8,3,16,10,10,12,6,6,13,15,4,6,6,7,4,7,7,11,2,3,0.096,0.301,0.199,0.237,5.032,17633.73,19.05,1
8,3,16,10,10,12,6,6,13,15,4,6,6,7,4,7,7,11,2,3,0.096,0.301,0.199,0.237,5.032,17633.73,19.05,1
16,3,11,10,7,11,3,11,14,8,3,7,8,5,1,16,12,20,4,6,0.097,0.318,0.239,0.21,5.007,19114.44,34.33,1
15,3,16,12,10,12,5,12,14,13,2,6,9,11,4,11,13,14,3,4,0.09,0.296,0.201,0.222,4.878,20976.35,33.01,1
15,3,16,12,10,12,5,12,14,13,2,6,9,11,4,11,13,14,3,4,0.09,0.296,0.201,0.222,4.878,20976.35,33.01,1
31,4,12,6,5,7,3,10,9,19,6,11,7,5,6,11,12,11,1,4,0.056,0.278,0.2,0.344,5.541,19171.81,34.61,1
14,3,16,15,9,12,5,11,12,13,2,7,9,11,4,12,10,15,3,6,0.095,0.302,0.212,0.233,4.575,21099.28,39.57,1
31,3,12,7,5,7,2,12,10,12,7,10,4,5,9,14,5,15,1,4,0.057,0.28,0.2,0.326,6.731,18767.36,20.61,1
22,2,8,9,4,6,4,17,11,21,4,12,4,11,6,13,7,9,0,7,0.062,0.328,0.198,0.316,6.9,19563.32,37.53,1
22,2,8,9,4,6,4,17,11,21,4,12,4,11,6,13,7,9,0,7,0.062,0.328,0.198,0.316,6.9,19563.32,37.53,1
22,2,8,9,4,6,4,17,11,21,4,12,4,11,6,13,7,9,0,7,0.062,0.328,0.198,0.316,6.9,19563.32,37.53,1
26,2,6,14,5,15,2,9,7,21,4,7,5,5,9,8,10,14,2,4,0.063,0.314,0.2,0.371,5.242,18704.30,36.47,1
32,2,7,10,5,12,5,12,6,20,4,8,6,4,10,13,7,9,2,3,0.056,0.288,0.22,0.373,6.509,18780.32,33.95,1
32,2,7,10,5,12,5,12,6,20,4,8,6,4,10,13,7,9,2,3,0.056,0.288,0.22,0.373,6.509,18780.32,33.95,1
32,2,7,10,5,12,5,12,6,20,4,8,6,4,10,13,7,9,2,3,0.056,0.288,0.22,0.373,6.509,18780.32,33.95,1
32,2,6,10,4,11,3,8,8,20,7,12,4,8,6,11,5,13,1,4,0.051,0.286,0.217,0.394,5.897,18531.11,30.35,1
34,3,4,14,1,11,4,11,7,18,6,10,4,5,9,10,10,12,1,6,0.044,0.272,0.194,0.4,6.086,19113.72,25.15,1
31,3,6,15,4,14,3,9,6,19,4,10,3,5,8,10,12,10,2,4,0.056,0.27,0.208,0.388,4.956,18842.10,26.46,1
28,4,20,10,14,17,3,17,16,22,3,6,18,7,11,29,10,17,2,7,0.088,0.303,0.268,0.241,5.673,28096.65,36.90,1
4,0,2,2,2,7,2,8,1,7,0,5,2,3,2,4,2,3,0,0,0.036,0.357,0.321,0.232,6.019,5893.66,18.32,1
2,0,0,3,2,1,1,1,1,1,0,3,1,2,0,1,2,3,0,1,0.12,0.32,0.24,0.24,4.956,2836.07,22.82,1
14,2,13,18,10,15,3,15,12,10,2,5,9,8,5,12,10,17,3,5,0.096,0.319,0.218,0.234,4.554,20774.11,35.41,1
9,2,10,8,13,12,6,18,15,12,5,16,9,10,5,15,6,17,4,5,0.112,0.35,0.264,0.173,8.48,22362.41,31.19,1
9,2,8,13,16,11,7,20,17,10,7,16,9,8,5,11,6,14,4,5,0.126,0.348,0.237,0.197,7.792,22916.19,38.33,1
6,1,5,6,8,4,0,2,6,5,1,1,3,1,1,3,5,7,1,2,0.162,0.368,0.162,0.265,4.54,7658.66,28.79,1
15,2,14,15,14,15,7,12,18,16,6,10,8,3,7,7,6,18,3,2,0.096,0.328,0.202,0.263,5.981,22258.40,19.59,1
15,3,16,12,10,12,5,12,14,13,2,6,9,11,4,11,13,14,3,4,0.09,0.296,0.201,0.222,4.878,20976.35,33.01,1
18,4,21,12,13,13,2,6,11,17,2,8,8,6,8,7,11,21,4,3,0.103,0.328,0.185,0.251,4.452,21626.11,23.41,1
19,2,14,15,11,13,5,12,14,11,3,5,8,5,6,9,14,13,3,5,0.102,0.294,0.187,0.257,5.027,20747.16,30.11,1
28,2,8,13,3,10,6,8,7,18,8,8,6,7,9,10,11,15,2,4,0.049,0.273,0.186,0.366,5.654,19830.49,33.17,1
31,3,13,7,5,7,2,13,10,12,7,9,4,5,9,14,5,14,1,4,0.057,0.28,0.194,0.326,6.127,18782.37,21.47,1
31,2,9,8,4,9,2,13,6,11,6,8,9,4,10,17,9,18,1,5,0.055,0.286,0.236,0.308,6.115,19182.76,35.26,1
43,3,6,10,5,5,3,10,7,15,6,8,6,5,7,12,10,15,1,4,0.055,0.276,0.171,0.409,5.918,18922.62,31.84,1
43,3,7,9,6,5,2,11,7,13,8,8,6,7,6,12,7,16,1,4,0.061,0.282,0.171,0.403,5.386,18963.75,35.68,1
44,6,9,9,2,11,5,6,1,21,5,6,7,5,15,6,8,12,1,4,0.038,0.251,0.164,0.432,6.187,19116.75,32.10,1
26,2,6,18,4,11,3,10,10,18,5,8,2,6,6,13,9,11,3,3,0.057,0.282,0.195,0.385,4.926,18814.17,49.52,1
26,2,8,14,4,10,3,12,10,16,6,9,1,8,6,12,12,9,1,5,0.057,0.27,0.184,0.356,5.083,18847.18,34.44,1
30,3,9,14,7,10,3,8,10,22,4,10,4,7,10,8,11,17,2,5,0.072,0.314,0.165,0.361,5.665,21187.07,30.28,1
30,3,6,15,4,14,3,9,6,19,4,10,3,5,8,10,13,10,2,4,0.056,0.27,0.208,0.382,4.956,18872.13,25.98,1
22,2,8,9,4,6,4,17,11,21,4,12,4,11,6,13,7,9,0,7,0.062,0.328,0.198,0.316,6.9,19563.32,37.53,1
32,2,8,14,0,10,5,3,1,25,4,8,3,4,17,13,10,20,2,4,0.032,0.292,0.184,0.405,5.745,19827.28,26.88,1
28,2,6,14,1,10,6,5,4,22,6,8,4,6,13,12,11,15,2,4,0.039,0.274,0.19,0.391,6.063,19377.86,31.28,1
42,2,11,6,5,6,2,12,7,12,9,9,6,4,8,12,6,17,1,4,0.055,0.282,0.182,0.381,5.671,18943.72,26.65,1
34,3,6,12,5,15,3,7,5,20,4,10,2,7,8,10,7,14,2,4,0.062,0.292,0.208,0.393,5.161,18681.04,23.16,1
32,2,6,14,5,13,3,9,5,20,4,9,2,5,10,15,7,12,2,4,0.061,0.291,0.218,0.391,5.215,18985.31,36.37,1
27,3,10,11,3,11,2,7,7,21,4,8,7,8,10,10,7,15,2,4,0.051,0.294,0.203,0.356,5.251,19021.54,34.89,1
38,2,10,9,2,14,5,10,8,15,7,9,4,4,9,10,8,16,2,4,0.043,0.263,0.199,0.371,6.191,19414.00,27.64,1
17,1,10,6,11,13,3,6,3,16,2,6,9,10,9,6,10,10,3,2,0.105,0.314,0.222,0.268,5.236,16818.82,22.09,1
8,2,14,16,8,10,6,8,22,15,4,2,5,3,4,7,7,9,2,5,0.096,0.299,0.153,0.274,5.89,18108.56,38.19,1
3,4,9,4,14,9,2,14,26,16,4,9,6,2,2,11,9,8,1,5,0.127,0.367,0.222,0.171,9.718,18137.38,20.31,1
10,4,8,10,8,9,4,8,19,18,2,8,4,6,3,10,4,11,0,6,0.092,0.336,0.204,0.263,8.798,17115.66,27.35,1
20,3,11,7,9,13,5,4,12,18,2,3,7,6,5,9,9,12,2,3,0.087,0.3,0.2,0.294,6.503,17277.58,38.77,1
18,2,16,13,17,15,4,16,17,24,3,6,14,8,12,41,13,19,2,6,0.094,0.316,0.286,0.218,6.913,29091.64,47.32,1
6,0,3,1,2,4,1,0,1,3,2,0,5,0,5,5,1,3,1,6,0.184,0.306,0.286,0.245,9.221,5574.23,62.67,1
11,2,12,8,6,24,8,9,9,7,1,7,6,6,5,8,12,11,1,1,0.052,0.227,0.292,0.175,5.682,16145.58,35.30,1
3,2,4,6,2,12,4,10,7,12,6,4,8,4,12,13,5,8,0,3,0.04,0.28,0.296,0.216,10.168,13914.11,50.32,1
12,2,11,5,5,27,9,8,6,8,2,6,8,3,3,11,11,15,0,0,0.033,0.237,0.342,0.178,5.592,15212.66,16.21,1
18,3,10,7,7,24,9,8,7,21,2,17,14,3,8,18,21,19,0,0,0.032,0.255,0.338,0.222,6.485,22243.68,27.46,1
13,3,8,8,3,26,9,7,12,22,7,8,13,0,2,11,12,8,0,5,0.045,0.254,0.328,0.282,6.485,18369.89,35.26,1
13,3,14,12,12,12,3,14,11,18,2,10,10,8,5,16,10,14,2,10,0.121,0.352,0.241,0.226,4.682,22281.90,32.81,1
14,3,14,11,11,11,2,11,12,21,2,11,11,7,5,17,10,14,2,10,0.116,0.347,0.251,0.241,4.745,22180.84,31.05,1
9,3,10,8,4,26,9,9,10,8,3,6,6,7,3,11,7,14,0,0,0.026,0.229,0.32,0.183,5.941,15742.38,17.52,1
7,4,7,7,4,9,3,4,9,13,6,8,9,0,6,10,8,7,0,3,0.056,0.25,0.29,0.266,7.678,13602.54,42.41,1
5,3,10,10,12,12,2,17,15,26,2,12,12,7,9,15,11,9,1,14,0.132,0.387,0.25,0.211,8.824,23518.89,33.75,1
4,3,7,10,5,7,7,5,11,11,6,10,3,4,6,6,4,2,0,2,0.062,0.221,0.23,0.274,7.052,13144.79,33.42,1
20,2,10,9,7,24,10,7,9,21,2,11,14,4,4,24,25,19,0,0,0.032,0.243,0.329,0.234,5.876,22566.90,29.29,1
13,2,11,7,6,22,6,6,9,8,1,11,5,3,5,12,13,13,1,0,0.045,0.221,0.325,0.188,5.827,15888.25,28.64,1
18,2,9,9,6,25,10,8,6,22,3,11,16,5,6,16,20,20,0,0,0.028,0.264,0.321,0.245,5.874,21724.25,26.34,1
9,4,10,11,4,24,8,9,11,9,1,8,5,2,5,11,8,15,1,0,0.032,0.245,0.31,0.194,5.868,16149.82,27.13,1
2,0,1,2,1,4,1,1,1,1,1,1,2,1,0,2,3,5,0,1,0.067,0.3,0.3,0.2,4.649,3104.45,13.51,1
16,2,7,12,6,24,11,5,12,13,7,5,14,1,3,9,8,14,0,4,0.058,0.243,0.301,0.277,6.242,18130.48,37.94,1
11,3,8,9,4,26,8,9,10,8,2,8,6,5,4,9,8,15,0,0,0.026,0.235,0.32,0.196,6.216,15669.36,21.30,1
11,5,10,8,6,25,8,9,9,7,2,8,5,2,3,9,9,16,0,1,0.046,0.255,0.307,0.183,5.673,15698.39,19.25,1
10,3,9,10,4,26,8,8,10,9,2,7,5,5,4,11,8,14,1,0,0.032,0.234,0.318,0.201,5.859,15892.50,22.87,1
14,3,10,7,3,25,11,17,8,16,6,9,6,5,5,9,12,16,0,1,0.022,0.29,0.268,0.235,6.228,19077.70,31.52,1
0,0,2,1,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0.0,0.375,0.125,0.375,3.492,917.96,32.83,1
16,4,15,12,7,13,6,9,22,14,4,5,14,4,7,12,12,17,2,7,0.079,0.277,0.218,0.228,8.237,22379.41,36.76,1
13,2,11,8,4,24,9,8,9,6,1,9,7,2,5,8,14,13,1,0,0.032,0.208,0.312,0.182,5.943,15839.22,22.16,1
11,3,11,8,5,27,8,7,9,9,2,9,4,3,3,9,7,15,0,1,0.04,0.245,0.325,0.199,5.504,15417.90,21.52,1
20,2,11,10,3,24,7,7,14,15,4,5,10,6,3,11,8,12,0,1,0.023,0.22,0.289,0.283,5.947,17680.78,35.37,1
31,3,11,6,7,33,11,8,7,17,3,7,19,5,4,21,28,15,1,3,0.046,0.212,0.333,0.238,5.94,23844.20,33.52,1
14,2,11,9,6,22,6,6,10,7,1,11,5,2,6,10,13,12,1,0,0.045,0.208,0.312,0.201,5.828,15987.34,21.52,1
11,2,11,8,3,23,8,9,8,5,2,11,5,2,6,8,17,14,1,0,0.026,0.208,0.305,0.169,5.852,15951.33,26.21,1
14,2,11,6,6,21,6,10,6,7,1,11,2,5,7,12,10,17,0,0,0.039,0.26,0.299,0.182,5.801,15912.40,21.92,1
13,2,13,15,12,11,4,14,9,16,3,6,11,8,9,12,15,18,2,7,0.105,0.345,0.2,0.235,4.834,22509.30,37.66,1
13,3,12,21,14,12,6,16,16,13,6,7,14,6,12,8,11,18,6,8,0.126,0.338,0.185,0.239,5.758,25848.39,40.14,1
10,2,9,7,3,29,8,8,5,9,2,8,7,3,3,10,13,15,0,1,0.026,0.237,0.355,0.184,5.293,15175.55,18.48,1
12,2,9,7,3,29,8,8,6,9,2,6,8,3,3,9,12,15,0,1,0.026,0.237,0.342,0.197,5.476,15126.61,16.09,1
14,5,10,6,7,22,7,14,16,18,3,10,6,0,6,13,12,15,0,3,0.053,0.305,0.273,0.219,9.113,19747.65,25.30,1
10,5,10,8,6,25,8,10,9,7,1,8,6,2,3,5,12,10,0,0,0.041,0.228,0.303,0.179,5.679,14903.43,11.99,1
11,2,9,8,4,29,9,7,6,12,1,5,7,3,3,9,13,13,0,1,0.033,0.243,0.329,0.211,5.451,15255.70,20.30,1
13,3,8,8,3,26,9,7,12,22,7,8,13,0,2,11,12,8,0,5,0.045,0.254,0.328,0.282,6.485,18369.89,35.26,1
17,2,15,14,14,15,3,15,17,17,1,5,11,6,8,15,9,17,2,7,0.11,0.343,0.219,0.233,5.482,23298.32,29.91,1
12,1,7,25,8,9,5,12,15,22,6,8,17,14,6,16,6,13,2,10,0.093,0.313,0.234,0.304,4.98,24528.64,56.02,1
18,3,16,12,17,16,4,15,17,24,3,6,14,7,12,40,14,19,2,6,0.094,0.313,0.287,0.215,7.694,28895.46,47.14,1
17,2,15,14,14,15,3,15,17,17,1,5,11,5,9,15,9,17,2,7,0.11,0.343,0.219,0.233,5.708,23326.37,29.27,1
15,8,21,14,12,15,4,15,19,23,6,9,14,2,11,10,16,14,4,3,0.081,0.302,0.204,0.247,5.474,26298.08,33.75,1
13,17,12,20,8,18,3,22,26,10,4,7,11,8,8,10,9,14,3,10,0.09,0.288,0.197,0.202,7.786,26253.23,30.44,1
15,7,24,12,10,13,5,14,20,23,5,6,15,3,9,15,14,13,4,5,0.082,0.297,0.211,0.237,5.286,25925.43,38.21,1
9,1,4,19,9,5,5,11,12,27,7,5,35,20,4,16,9,21,1,4,0.062,0.326,0.272,0.277,5.257,25107.02,94.12,1
16,3,15,15,16,16,2,17,17,27,4,8,15,8,10,42,14,19,2,7,0.092,0.322,0.297,0.227,5.549,29779.50,38.52,1
5,3,8,10,12,12,2,8,16,13,1,12,9,11,4,9,3,12,1,7,0.127,0.335,0.266,0.184,8.35,18060.35,30.35,1
18,2,17,7,7,13,3,15,15,10,3,7,11,3,4,7,14,14,3,4,0.079,0.299,0.215,0.215,5.157,19192.67,8.10,1
15,3,8,12,8,10,5,8,13,11,2,7,10,4,3,13,11,16,2,5,0.09,0.301,0.241,0.241,5.72,18145.38,37.46,1
3,4,9,10,13,13,0,7,22,15,2,8,5,11,1,14,6,11,1,7,0.13,0.333,0.247,0.185,8.756,18405.90,26.04,1
54,4,24,29,17,50,15,25,24,43,7,17,14,13,15,18,32,48,2,13,0.069,0.319,0.213,0.287,5.533,49238.53,28.79,1
54,4,24,29,17,50,15,25,24,43,7,17,14,13,15,18,32,48,2,13,0.069,0.319,0.213,0.287,5.533,49238.53,28.79,1
4,4,5,19,13,12,2,12,14,17,2,12,7,8,7,8,5,12,1,7,0.123,0.363,0.228,0.246,5.574,19841.53,40.55,1
3,6,5,14,14,9,3,11,18,11,3,12,11,9,5,9,3,13,1,7,0.132,0.341,0.246,0.186,8.669,19484.33,41.65,1
21,5,9,8,11,16,2,6,18,18,1,6,19,8,16,16,16,13,1,7,0.088,0.258,0.263,0.221,9.923,23736.99,46.19,1
11,2,10,7,12,13,4,9,25,23,1,6,16,11,4,28,12,11,1,7,0.094,0.296,0.296,0.197,9.617,23416.58,44.77,1
4,3,7,15,12,14,1,8,21,14,3,6,9,8,3,10,5,11,1,8,0.129,0.331,0.239,0.221,8.295,18641.27,30.99,1
16,3,11,7,13,15,4,6,25,20,1,8,12,8,5,23,16,13,1,9,0.106,0.287,0.269,0.204,9.534,23677.71,33.58,1
12,5,15,8,15,16,3,16,17,12,3,6,13,9,8,12,8,13,2,6,0.116,0.322,0.236,0.176,8.215,22262.35,30.80,1
23,6,8,11,10,26,2,6,15,25,3,6,9,5,10,15,8,20,2,0,0.057,0.3,0.267,0.295,9.096,21897.21,30.76,1
16,1,16,16,12,15,3,15,18,23,5,8,19,4,11,10,13,12,3,4,0.085,0.308,0.232,0.268,5.73,25036.56,46.05,1
23,5,11,13,18,13,10,11,13,23,3,9,16,5,11,25,17,23,4,4,0.101,0.323,0.245,0.241,7.145,28295.04,37.97,1
24,14,25,21,8,28,10,18,38,31,4,22,20,18,10,22,19,40,7,22,0.092,0.314,0.229,0.2,7.827,44858.68,36.76,1
12,4,16,7,15,16,4,13,19,12,3,6,13,9,6,13,9,15,2,5,0.111,0.312,0.241,0.171,8.272,22110.09,26.26,1
14,3,16,11,12,18,3,10,14,17,1,7,11,4,10,10,10,18,2,7,0.106,0.333,0.232,0.217,5.663,21891.64,21.05,1
12,4,16,7,15,16,4,16,19,12,3,6,13,8,6,14,8,13,2,5,0.111,0.317,0.246,0.171,8.272,22109.14,31.54,1
29,4,8,11,10,29,2,7,13,21,3,5,9,5,12,14,8,22,2,1,0.06,0.293,0.265,0.298,9.298,22165.36,36.59,1
27,9,22,21,10,25,9,14,22,31,8,14,16,13,15,15,22,33,7,14,0.089,0.314,0.202,0.251,5.882,38751.85,28.85,1
26,9,23,22,11,26,9,14,23,30,9,12,16,13,15,15,21,32,7,14,0.092,0.311,0.199,0.251,5.763,38846.97,30.93,1
15,3,15,11,12,17,5,11,12,17,1,8,11,4,8,11,11,17,2,7,0.106,0.333,0.237,0.222,5.348,21812.45,22.07,1
25,6,9,10,11,26,2,5,15,22,3,5,9,6,9,14,11,22,3,0,0.066,0.296,0.254,0.282,8.942,22178.43,19.71,1
28,2,15,6,9,18,4,9,15,15,1,6,6,4,7,21,5,19,4,4,0.086,0.303,0.258,0.253,7.761,20873.37,30.10,1
12,4,17,9,14,16,3,17,21,11,3,3,11,7,7,11,11,13,2,7,0.116,0.322,0.206,0.176,8.241,22314.43,21.73,1
12,4,18,17,15,21,7,15,16,34,1,7,16,9,16,16,17,17,5,10,0.11,0.352,0.22,0.234,6.182,31007.07,36.49,1
16,2,16,16,12,14,3,12,18,25,4,7,19,2,12,9,14,16,3,4,0.085,0.321,0.219,0.272,5.997,25034.67,43.26,1
9,4,12,15,15,17,1,6,13,12,8,7,14,5,8,11,8,17,3,4,0.116,0.302,0.259,0.233,4.938,21167.00,35.53,1
27,4,11,13,17,16,10,13,12,23,3,9,15,5,12,24,13,20,4,6,0.105,0.323,0.249,0.257,7.151,28194.86,29.81,1
30,4,8,11,10,28,2,7,13,21,3,5,9,5,13,14,8,21,2,1,0.06,0.288,0.26,0.302,9.441,22236.44,37.88,1
24,4,11,13,16,14,10,12,13,22,2,9,13,5,11,28,17,24,4,5,0.097,0.323,0.249,0.237,7.151,28126.67,35.05,1
30,4,8,12,10,29,2,7,13,20,3,6,9,5,11,13,7,21,2,2,0.065,0.29,0.266,0.304,8.928,22086.17,31.51,1
14,4,17,18,15,21,7,15,16,34,1,7,15,8,18,17,17,16,4,10,0.106,0.343,0.219,0.245,6.666,31052.12,37.79,1
18,1,17,14,13,15,4,12,18,25,4,7,20,3,9,10,14,13,3,4,0.089,0.312,0.232,0.272,5.637,24818.28,43.01,1
14,4,10,8,13,13,4,10,20,20,1,7,20,12,6,22,12,12,1,8,0.101,0.295,0.286,0.198,9.27,23928.12,47.00,1
11,2,11,10,10,16,4,10,13,15,3,5,7,2,3,12,9,16,1,2,0.08,0.333,0.247,0.241,5.325,17413.79,30.08,1
21,2,14,8,11,17,1,8,14,25,5,8,11,1,12,30,21,22,1,2,0.06,0.295,0.282,0.252,9.118,24683.97,37.18,1
13,4,16,7,15,16,4,16,19,12,3,5,12,10,7,12,9,12,2,5,0.111,0.312,0.226,0.176,8.594,22209.26,26.78,1
10,4,16,10,13,16,5,16,18,13,3,4,10,8,7,14,10,13,2,7,0.111,0.322,0.221,0.181,6.516,22347.29,33.99,1
5,3,5,7,3,5,0,2,7,10,2,2,1,1,3,2,5,8,0,0,0.042,0.324,0.141,0.338,5.018,7801.06,23.09,1
21,2,10,11,7,11,2,10,13,13,2,8,8,3,4,13,5,13,3,8,0.108,0.323,0.24,0.281,5.208,18240.50,27.66,1
5,3,5,8,3,3,0,2,8,11,3,0,1,1,2,3,3,5,0,0,0.045,0.318,0.106,0.409,4.851,7391.69,38.23,1
16,3,17,9,8,15,2,16,22,14,2,4,14,5,7,15,10,11,1,4,0.067,0.277,0.246,0.21,8.647,21164.06,29.75,1
14,2,10,19,10,10,3,12,25,18,2,11,12,7,12,20,8,16,0,4,0.065,0.279,0.247,0.247,9.376,24119.34,46.39,1
26,13,24,22,9,26,10,20,35,29,4,21,21,18,12,25,18,40,7,20,0.09,0.312,0.232,0.203,7.496,44689.44,42.33,1
89,1,33,40,10,46,7,29,29,42,5,10,54,18,23,25,38,46,2,6,0.033,0.244,0.244,0.318,4.902,57086.98,48.84,1
16,2,8,9,6,15,3,10,12,10,3,3,5,6,2,10,12,8,1,2,0.063,0.259,0.231,0.266,5.57,15087.96,18.43,1
16,2,8,9,6,15,3,10,12,10,3,3,5,6,2,10,12,8,1,2,0.063,0.259,0.231,0.266,5.57,15087.96,18.43,1
27,9,20,22,12,25,9,13,22,30,8,13,16,13,16,16,21,34,7,13,0.092,0.314,0.202,0.251,6.162,15087.96,18.43,1
20,5,9,14,12,26,3,8,14,26,3,6,10,3,11,12,13,21,3,0,0.068,0.32,0.247,0.288,8.281,23252.72,26.96,1
25,10,22,19,7,26,9,15,29,28,6,16,18,14,10,16,25,30,6,16,0.084,0.294,0.219,0.225,6.51,38481.41,29.23,1
14,3,13,10,12,17,3,9,10,17,1,5,10,4,9,8,9,16,1,6,0.107,0.345,0.226,0.237,5.384,19429.95,23.49,1
16,2,16,16,12,15,3,12,17,25,4,7,19,2,13,9,14,15,3,4,0.085,0.317,0.223,0.272,5.997,25020.60,42.78,1
26,6,12,10,14,17,9,10,13,26,2,11,14,6,10,24,14,23,3,6,0.09,0.32,0.258,0.25,7.675,27692.32,30.11,1
15,2,11,10,8,15,4,7,15,19,2,4,7,4,3,10,7,15,1,3,0.074,0.327,0.222,0.284,5.793,17414.85,40.67,1
21,2,13,9,10,19,3,12,19,15,2,5,7,4,7,24,6,16,3,4,0.085,0.299,0.274,0.234,8.985,21445.18,36.68,1
